Wall time,Step,Value
1527684442.044272,84000,0.734375
1527684650.8391669,84100,0.578125
1527684855.7208397,84200,0.703125
1527685061.7462697,84300,0.625
1527685267.2754579,84400,0.671875
1527685470.8397791,84500,0.609375
1527685678.8376584,84600,0.546875
1527685876.4265041,84700,0.71875
1527686073.9561796,84800,0.671875
1527686280.2833178,84900,0.625
1527686482.5174928,85000,0.671875
1527686682.33998,85100,0.75
1527686887.3224523,85200,0.5625
1527687083.7459223,85300,0.75
1527687286.2365506,85400,0.609375
1527687485.7301395,85500,0.75
1527687681.308219,85600,0.703125
1527687879.470486,85700,0.765625
