Wall time,Step,Value
1527515602.8874745,100,1.6471459865570068
1527515848.3292725,200,2.1077847480773926
1527516086.5966747,300,1.8042285442352295
1527516322.5596797,400,1.7859758138656616
1527516561.1886826,500,1.811423420906067
1527516792.671146,600,1.751522421836853
1527517023.0569444,700,1.5923421382904053
1527517254.894769,800,1.5586597919464111
1527517482.337608,900,1.6356356143951416
1527517707.359159,1000,1.4334230422973633
1527517928.8953319,1100,1.6030118465423584
1527518150.5081944,1200,1.4530173540115356
1527518366.1214247,1300,1.3981091976165771
1527518581.8114116,1400,1.422013282775879
1527518796.3108075,1500,1.3771114349365234
1527519009.8572712,1600,1.59158456325531
1527519232.4047174,1700,1.535078525543213
1527519490.0629313,1800,1.6828744411468506
1527519725.4489768,1900,1.6157708168029785
1527519967.6352024,2000,1.5656771659851074
1527520197.4125555,2100,1.4064977169036865
1527520433.970496,2200,1.5600658655166626
1527520659.4964051,2300,1.336719036102295
1527520890.2197165,2400,1.313102126121521
1527521122.2912514,2500,1.363006591796875
1527521360.8888865,2600,1.3406543731689453
1527521597.7083585,2700,1.1772459745407104
1527521831.5525913,2800,1.472273826599121
1527522059.6478915,2900,1.369707465171814
1527522280.3877547,3000,1.2759532928466797
1527522499.2222464,3100,1.3083354234695435
1527522724.4462645,3200,1.4353429079055786
1527522943.3468006,3300,1.4172751903533936
1527523158.8604715,3400,1.3061926364898682
1527523373.1689303,3500,1.4110292196273804
1527523589.3813143,3600,1.175852656364441
1527523809.219529,3700,1.517430305480957
1527524022.2263908,3800,1.3205087184906006
1527524233.6355562,3900,1.4019075632095337
1527524437.9290574,4000,1.4963728189468384
1527524647.616094,4100,1.4701550006866455
1527524853.3880916,4200,1.4311091899871826
1527525056.0459046,4300,1.273642897605896
1527525258.389158,4400,1.4168533086776733
1527525461.6028152,4500,1.2895276546478271
1527525664.8368578,4600,1.3143024444580078
1527525863.329103,4700,1.3634493350982666
1527526060.5371273,4800,1.2283878326416016
1527526254.1922371,4900,1.4171509742736816
1527526450.918774,5000,1.3448904752731323
1527526644.8598726,5100,1.5864183902740479
1527526836.9329996,5200,1.2496562004089355
1527527030.2268076,5300,1.5017623901367188
1527527222.9576774,5400,1.2030749320983887
1527527407.9206724,5500,1.3194513320922852
1527527591.3973138,5600,1.258912444114685
1527527773.0075183,5700,1.3332815170288086
1527527955.5106218,5800,1.1872572898864746
1527528137.753086,5900,1.2933971881866455
1527528322.7723234,6000,1.2465877532958984
1527528518.206618,6100,1.296209454536438
1527528724.883765,6200,1.3203872442245483
1527528923.8938038,6300,1.1797486543655396
1527529115.9116023,6400,1.1788699626922607
1527529309.3048077,6500,1.4844245910644531
1527529498.5443468,6600,1.22013258934021
1527529685.388084,6700,1.3494620323181152
1527529881.1414928,6800,1.132683277130127
1527530084.798768,6900,1.2790924310684204
1527530288.162855,7000,1.3972327709197998
1527530486.07389,7100,1.3743906021118164
1527530679.7585068,7200,1.2186191082000732
1527530867.2996116,7300,1.3996995687484741
1527531058.9809115,7400,1.172871708869934
1527531249.5230632,7500,1.2484130859375
1527531441.0432131,7600,1.1777222156524658
1527531637.199103,7700,1.1550047397613525
1527531829.8725867,7800,1.3794257640838623
1527532019.6307518,7900,1.0139832496643066
1527532216.6355717,8000,1.2695560455322266
1527532401.975201,8100,0.9446611404418945
1527532590.0131936,8200,1.4115097522735596
1527532779.2917988,8300,1.3545725345611572
1527532969.3636663,8400,1.1748942136764526
1527533156.8695493,8500,1.4178855419158936
1527533339.8820367,8600,1.1966075897216797
1527533522.381883,8700,1.1832239627838135
1527533705.3324957,8800,1.0317825078964233
1527533885.330993,8900,0.9909772872924805
1527534061.8763294,9000,1.1972172260284424
1527534238.8561199,9100,1.243661880493164
1527534419.1629853,9200,1.2334227561950684
1527534595.5911863,9300,0.9930232763290405
1527534768.4000044,9400,1.2230491638183594
1527534941.825253,9500,1.13358736038208
1527535117.3897274,9600,1.08146333694458
1527535294.208982,9700,1.252901554107666
1527535469.236318,9800,0.9565545320510864
1527535644.3256576,9900,1.0108197927474976
1527535822.1314418,10000,1.0174877643585205
1527536009.1493301,10100,1.1938247680664062
1527536193.7238781,10200,1.1938667297363281
1527536366.07426,10300,0.9547954797744751
1527536543.7231138,10400,1.2800405025482178
1527536714.6624317,10500,0.9796035289764404
